OBJECTID,Tract,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_Pctl,Pesticides,Pesticides_Pctl,Tox_Releases,Tox_Releases_Pctl,Traffic,Traffic_Pctl,Drinking_Water,DrinkingWaterPctl,Lead,Lead_Pctl,Cleanups,Cleanups_Pctl,GroundwaterThreats,GW_Threats_Pctl,Haz_Waste,Haz_Waste_Pctl,Imp_Water_Bodies,ImpWaterBodPctl,Solid_Waste,Solid_Waste_Pctl,Pollution,PollutionScore,Pollution_Pctl,Asthma,Asthma_Pctl,Low_Birth_Weight,LowBirthW_Pctl,Cardiovascular,Cardiovasc_Pctl,Education,Education_Pctl,Ling_Isol,Ling_Isol_Pctl,Poverty,Poverty_Pctl,Unemployment,Unemploy_Pctl,HousBurd,HousBurd_Pctl,PopChar,PopCharScore,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,ApproxLoc,DAC_category,Shape__Area,Shape__Length
537,6019005608,93612,3137,39.6133176,74.33182047,0.06236471,88.69943995,13.72293816,97.05040448,0.314380473,77.88425638,198.813133,80.55172414,1066.272319,65.10377594,1365.182763,74.35,412.6225189,47.57087548,31.31308018,25.64587272,0,0,5.1,31.01444463,0.305,50.45665122,0,0,0,0,51.83610215,6.329177776,75.19601742,103.13,93.35742772,3.38,14.21606364,14.24,61.81455633,15.2,55.79600101,6.9,48.19326025,39.7,68.83165829,10.9,89.4586153,19,58.77059569,60.33635434,6.258841038,66.07413011,14.3768,57.8578,27.7654,32.3558,57.8578,3.1559,0,2.1677,0,4.4629,Fresno ,Clovis,CalEnviroScreen 3.0 Disadvantaged Communities Only,2319854.58984375,6999.06218930133
538,6019005410,93710,3536,42.75996177,79.09732728,0.060311,82.47666459,13.61411684,96.32856254,0.569819396,92.05973864,0,0,1184.445658,68.19204801,1580.215833,79.6875,733.946935,84.38865992,38.88969347,35.47574039,2.35,27.64091079,2,14.31180475,0.41,62.475182,0,0,0,0,51.84593601,6.330378489,75.22090853,86.38,88.29760718,6.97,89.49191686,13.76,59.1226321,14.5,54.21412301,9.5,59.79158208,28.1,50.67839196,8.8,80.38781884,9.3,11.24207858,65.1167588,6.754724357,73.12153303,13.207,72.3982,14.3948,41.7421,37.302,2.6867,0.9333,12.2172,0,5.1188,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2032099.296875,6042.94160445901
539,6019005403,93710,4872,46.46667811,83.81240545,0.060311,82.47666459,13.65870203,96.565028,0.234943276,67.96515246,0,0,1142.078654,67.19179795,1123.114349,65.2,787.0385334,87.93555639,51.22290173,53.14429742,0,0,0,0,0.14,23.94440768,0,0,0,0,44.96950191,5.490767251,56.57747355,86.38,88.29760718,8.21,97.25429818,13.76,59.1226321,17,59.76967856,8.5,55.59615645,79.2,99.35929648,15.1,96.88964081,35.4,96.41318124,81.58188493,8.462693097,94.09984871,16.7898,78.633,4.5772,40.743,32.7176,8.3744,0,13.5673,0,4.5977,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2027633.2734375,6041.93236353719
540,6019004207,93723,11921,51.6611296,89.62430661,0.05763123,76.93839452,12.81497176,92.95581829,0.483845645,89.25948973,771.28352,87.93103448,1117.615336,66.4416104,1108.002966,64.4,790.0438501,92.65642563,36.1230585,32.06049149,2.75,29.43262411,0,0,0.435,64.63269358,2,23.87652247,5.5,77.61741123,63.25755547,7.723734958,94.49906658,76.94,83.27517448,4.56,40.10777521,13.95,59.88285145,25.3,73.8420653,9.8,61.09081066,38.9,67.44974874,8.9,81.01249349,18.4,55.95690748,64.47950276,6.688620192,72.22642461,20.8959,70.1283,8.9758,56.0104,17.3811,6.5766,0,17.272,0,2.7598,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,26866510.5390625,24170.7628433592
541,6019007902,93210,2952,40.22781341,75.34039334,0.04884335,57.13752334,8.558986205,24.45550716,0.004480458,1.879278158,390.6887519,84.48275862,126.336436,26.50662666,280.0076217,7.25,592.377224,68.24028975,31.01221385,25.20478891,35,90.31354983,60.6,92.5950523,2.51,94.65254798,4,43.78412432,2.5,59.17525773,49.96443319,6.100647368,70.29247044,59.43,68.51944167,4.07,28.35514498,19.85,87.03888335,45.6,94.03948368,10.6,64.13587766,47.7,79.30904523,10.7,88.67777199,6.2,2.99112801,63.56757566,6.594023712,70.77660111,17.107,71.748,11.145,75.4065,15.3455,3.9634,2.5068,0.7453,0.0678,1.9648,Fresno ,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%,2803305710.60547,310987.945321373
542,6019005301,93726,6018,44.84331426,81.82047403,0.060311,82.47666459,13.71193916,96.97573118,0.131592972,46.34723086,0,0,1254.201619,69.49237309,1005.853434,58.225,733.946935,84.38865992,79.7099882,88.97290485,7,50.31728257,0,0,0.27,45.73130377,0,0,0,0,50.30978613,6.142814894,71.12632234,132.71,97.51994018,6.02,75.55812163,16.3,72.86889332,17.3,60.3138446,4.6,35.33631073,38.9,67.44974874,8.9,81.01249349,17.1,49.72116603,70.37451555,7.300124623,80.5723651,16.6002,72.2998,11.1,53.2403,26.9857,7.5607,0.0831,9.9202,0,2.21,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,3033629.3359375,8052.04048702254
543,6019005100,93726,6799,55.12856334,92.61220373,0.060311,82.47666459,13.76795649,97.28686994,0.362399952,82.10329807,0,0,1308.804647,70.11752938,2096.909901,88.4,733.946935,84.38865992,81.82560916,90.93887839,0,0,0,0,0.285,47.41230973,0,0,0,0,52.80347901,6.447294298,77.66023647,132.71,97.51994018,6.32,80.72876572,16.3,72.86889332,25.6,74.33561124,7.4,50.5210448,65.2,95.0879397,15.7,97.34513274,28.8,88.47908745,82.4298148,8.550650984,94.86888553,24.1065,64.5977,11.2958,55.3758,30.8281,7.8247,0.5001,3.8388,0,1.6326,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,4056846.81640625,8056.82543824278
544,6019004704,93705,5345,48.26986381,85.82955119,0.060311,82.47666459,13.63736635,96.4405725,0.304992523,76.95084007,0,0,1152.623983,67.49187297,477.5288115,19.175,733.946935,84.38865992,75.6665861,85.33081285,0,0,0,0,0.11,19.24553276,0,0,0,0,43.97090409,5.368838656,53.97635345,141.83,98.50448654,5.96,74.39055684,15.23,67.9336989,30.5,80.76436345,,,70.4,97.47487437,19.8,99.20614263,33.3,94.82889734,86.67240844,8.99074584,97.69288956,19.7194,72.7783,7.5023,65.5192,12.5725,12.9093,1.5529,5.6127,0.2806,1.5529,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,1958995.66796875,5817.68864692716
545,6019004404,93650,3152,61.49582556,96.38174483,0.060311,82.47666459,13.57935178,96.11698818,0.256670538,71.13876789,0,0,1270.100993,69.70492623,1429.167229,76.2625,860.2095405,96.65292869,61.67832192,68.15374921,17.4,78.33146697,17.3,63.70579445,0.6,74.73196559,2,23.87652247,2.5,59.17525773,66.69694421,8.14368364,96.87616677,106.39,94.32951147,5.17,56.87708494,15.99,71.48554337,15.6,56.73247279,9.3,58.95249695,61.3,92.51256281,10,86.19208745,19.9,62.4207858,72.79639721,7.551352469,83.77458396,16.9734,76.6815,6.3452,63.1345,21.6053,3.7754,0.698,3.4264,0,7.3604,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,4191048.15234375,9465.79914985092
546,6019003809,93722,5362,51.66263909,89.63691377,0.05846283,78.00871189,13.19747665,94.56129434,0.923243148,97.71001867,0.000917726,4.620689655,1051.891653,64.72868217,1090.441831,63.4625,733.946935,84.38865992,37.37930896,33.62318841,0.2,2.594251586,0,0,0.42,63.07081403,0,0,2.5,59.17525773,51.74800031,6.318420559,74.93466086,99.16,92.3105683,7.81,95.67616115,14.93,65.88983051,24.6,72.51328778,16.1,79.59128434,44.4,75.30150754,9.4,83.62831858,18,54.06844106,78.82304392,8.176511615,91.40191629,20.7012,73.3308,5.9679,42.8758,17.7359,8.1872,0,25.0093,0.4103,5.7814,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,4365229.7578125,8868.0324644512
547,6019003807,93722,3496,53.72261422,91.46495209,0.05938691,79.98755445,13.22300947,94.59863099,0.043469421,15.51960174,15.23635322,63.51724138,1187.225362,68.22955739,220.5089048,4.8375,754.7848948,85.99975022,55.07565589,58.92879647,1,17.07726764,7,37.60584426,1.4,89.70218398,0,0,3.25,64.74226804,53.24339032,6.501007382,78.69321717,86.74,88.58424726,7.8,95.62483962,13.04,54.22482552,32.8,83.27005821,11.6,67.45161727,61.1,92.37437186,17.2,98.29515877,18.8,57.85804816,79.66391083,8.263736843,92.27181039,14.4165,74.9142,10.6693,64.4165,16.476,5.1201,0,11.6991,0,2.2883,Fresno ,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%,7053893.74609375,11086.8750129401
548,6019003702,93705,4581,52.67380734,90.6580938,0.060311,82.47666459,13.64072545,96.45301805,0.352277432,81.33167393,0,0,1192.68398,68.36709177,512.330466,21.8625,733.946935,84.38865992,80.45706926,89.67863894,0,0,4.5,27.76025237,0.845,82.40900066,0,0,0,0,51.05780414,6.234147743,72.93092719,141.83,98.50448654,9.08,98.76828329,15.23,67.9336989,21.7,67.60313845,10.3,63.03965354,50.8,82.78894472,8.5,78.33159813,25.2,80.747782,81.45218981,8.449239497,93.97377711,14.1236,74.1541,11.7223,54.3331,22.9208,7.924,0.3493,12.5737,0,1.8991,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2284875.078125,6903.42220478648
549,6019004802,93705,4448,41.97402714,78.00050429,0.060311,82.47666459,13.59541736,96.19166148,0.061827414,22.6757934,0,0,1195.886342,68.4796199,564.2982723,25.85,733.946935,84.38865992,76.76204293,86.32640202,0,0,2,14.31180475,0.1,16.63798809,0,0,0,0,40.92905297,4.997429237,45.55071562,115.2,95.4885344,7.13,91.04439312,12.51,50.58574277,26.6,75.74031891,9.1,58.22168088,61.2,92.44974874,11.7,91.55387819,35.5,96.52724968,80.96906602,8.399123858,93.48209783,17.7833,75.1349,7.0818,63.0845,21.0432,12.0953,0.7869,1.7311,0,1.259,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2271833.6953125,7112.31916739829
550,6019005204,93726,4299,44.99132583,81.97175996,0.060311,82.47666459,13.74589751,97.14996889,0.050475753,18.22028625,0,0,1324.833638,70.40510128,665.3569757,33.3375,733.946935,84.38865992,75.25152222,84.96534342,7,50.31728257,0,0,0.145,24.71211118,0,0,0,0,44.24725328,5.402580836,54.7479776,132.71,97.51994018,6.56,84.30844239,16.3,72.86889332,30.2,80.46064288,4,31.30328867,52.8,85.01256281,12.3,92.88131182,28.9,88.65652725,80.28097932,8.327746903,92.77609682,13.5148,75.0872,11.398,54.6174,24.2382,7.3971,0.977,12.0958,0,0.6746,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2035290.19921875,6047.06678383646
551,6019002906,93727,5229,41.30049001,77.06757438,0.06236471,88.69943995,13.70838432,96.93839452,0.067044354,24.84131923,0,0,1216.31132,68.85471368,968.0997023,56.075,733.946935,84.38865992,56.31472125,60.47889099,1.2,18.70100784,1.9,11.33986386,0,0,0,0,0,0,42.02575964,5.131336904,48.6372122,73.02,80.6331007,5.84,71.78598922,12.64,51.45812562,37.4,87.67400658,16.3,80.0108269,63.5,93.98241206,16.3,97.90473712,23.8,76.53992395,77.59072659,8.048680253,89.71255673,15.3375,74.0868,10.5756,55.0966,10.021,7.3245,0.8606,25.3586,0.9945,0.3442,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2142578.19921875,6127.40883692251
552,6019004205,93722,6153,48.46116293,86.13212305,0.05938691,79.98755445,13.5835416,96.14187928,0.378282615,83.39763535,0.008581649,12,1112.733348,66.31657914,1130.249791,65.5625,733.946935,84.38865992,46.70118066,46.80529301,0,0,0,0,2.4,94.25545996,0,0,5.5,77.61741123,56.00819984,6.838590076,84.38083385,71.57,79.38683948,10.12,99.58942776,9.96,29.64855434,21.9,68.03340926,7.5,51.10299093,49.1,80.77889447,8.8,80.38781884,18.2,55.13307985,68.31442293,7.08642606,77.81139687,16.041,73.2651,10.694,49.5206,17.7312,18.365,0.2925,12.6442,0,1.4464,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,7962848.6640625,16188.4604114975
553,6019003301,93703,3179,48.93613051,86.64901664,0.060311,82.47666459,13.75511812,97.18730554,0.102119239,37.95892968,0,0,1471.253611,72.76819205,584.2149938,27.0875,733.946935,84.38865992,87.85988458,95.40012602,0,0,15,59.60484808,0.235,40.92653872,0,0,0,0,48.1410406,5.878011496,65.46359676,117.63,95.68793619,6.56,84.30844239,14.3,62.10119641,28.9,78.75221463,13.3,72.2560563,54.9,87.08542714,10,86.19208745,23.2,74.79087452,80.25726184,8.325286628,92.76348966,13.7779,70.368,15.854,60.8053,22.397,8.8078,1.3212,4.5297,0,2.139,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2049039.61328125,6066.7268693505
554,6019003302,93703,4666,45.09509298,82.14826021,0.060311,82.47666459,13.72598057,97.06285003,0.107241303,39.58929683,0,0,1458.643392,72.51812953,612.688023,29.3125,733.946935,84.38865992,85.16353631,93.43415249,0,0,3.75,25.08716586,0.055,7.650562541,0,0,0,0,43.74770301,5.341585848,53.37896702,144.59,98.62911266,6.04,75.95586348,17.56,78.67647059,25.5,74.17109593,7.9,52.88943023,58.2,90.30150754,9.5,83.97969807,29.9,90.40557668,81.38497197,8.442266823,93.9107413,17.6811,74.0463,8.2726,65.838,17.9597,9.0441,0.1929,4.2863,0,2.679,Fresno ,Mayfair,CalEnviroScreen 4.0 Top 25%,2019136.859375,6026.79706021774
555,6019003808,93722,5042,35.34013756,68.00302572,0.05846283,78.00871189,12.99381295,93.70255134,0.018247776,6.658369633,99.89677403,77.13793103,1117.141632,66.42910728,177.1207425,3.3625,785.7654805,87.63581866,40.13142138,37.37870195,0.1,2.071668533,2,14.31180475,0.225,39.77498345,0,0,0.5,22.08476518,42.74235578,5.21883315,50.85252022,98.34,92.12362911,7.33,92.71234283,14.86,65.39132602,13.6,52.12604404,4.6,35.33631073,38.1,66.30653266,4.7,40.60385216,15.5,41.38149556,65.27997318,6.771654992,73.41149773,14.3197,74.9702,10.71,56.664,16.3031,9.0242,0.7735,15.0734,0,2.1618,Fresno ,Unincorporated Fresno County area,CalEnviroScreen 3.0 Disadvantaged Communities Only,7134609.84765625,11113.4917272379
556,6019004002,93630,7209,48.03842022,85.501765,0.05530288,72.54511512,12.11979021,85.71250778,0.07295331,27.10640946,2017.36706,92.82758621,540.6556702,53.07576894,426.2788725,15.825,731.9995442,83.27713251,46.42408373,46.41461878,4,37.55132512,10,47.43483314,0.9,83.40172071,0,0,4.75,73.01260023,55.82537685,6.816267424,83.99502178,54.61,62.52492522,4.55,39.88965871,15.43,68.89332004,51.2,97.07668945,24.5,91.85275409,64.1,94.43467337,9.2,82.74336283,12.9,27.78200253,67.94026556,7.047613779,77.2566818,16.2575,72.7563,10.9863,89.097,8.3368,0,0.1665,2.3998,0,0,Fresno ,Kerman,CalEnviroScreen 4.0 Top 25%,32289967.3632812,24161.4431717929
557,6019003500,93704,4901,47.09739668,84.5688351,0.060311,82.47666459,13.71266211,96.98817673,0.156814422,52.85625389,0,0,1336.334981,70.54263566,1212.158159,69.1625,733.946935,84.38865992,82.12411738,91.1279143,0.9,11.83277342,0,0,0.31,51.72733289,0,0,0,0,49.86590751,6.088617402,70.01866833,93.86,90.74027916,7.64,94.80369515,11.72,43.86839482,24.1,71.55150595,,,55.1,87.29899497,16,97.57938574,14.2,34.24588086,74.56986579,7.735318803,86.14473021,14.9561,72.679,12.3648,56.4783,31.1365,4.3256,2.8974,3.1218,0,2.0404,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,4055225.3125,8082.17745635732
558,6019003400,93703,5456,64.86656194,97.78113969,0.060311,82.47666459,13.75766747,97.21219664,0.625464722,93.71499689,0,0,1422.968374,71.84296074,2091.787221,88.375,733.946935,84.38865992,85.46205922,93.62318841,9,58.17469205,0,0,0.36,57.45863666,0,0,0,0,58.67836085,7.164616204,89.01057872,133.03,97.53240279,7.2,91.58326918,16.16,72.24576271,30.5,80.76436345,16.2,79.78075518,62,92.98994975,11,89.66684019,32.6,93.99239544,87.27966951,9.053738552,98.07110439,18.4567,68.3834,13.1598,64.2045,15.3409,3.7023,0.8065,12.1518,0.1833,3.6107,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2998655.96484375,7077.83245584677
559,6019002800,93703,4435,61.55420639,96.43217347,0.06133785,84.57996266,13.72939957,97.07529558,0.289067678,75.19601742,0,0,1347.933309,70.65516379,1749.336808,82.8625,733.946935,84.38865992,76.53848557,86.12476371,0,0,9,43.84858044,0.1,16.63798809,0,0,0,0,52.43930149,6.402828296,76.61481021,108.47,94.64107677,7.86,95.86861688,16.4,73.61665005,49.5,96.29207795,32.2,96.61659223,77.4,99.08291457,14.8,96.72045809,38.1,97.84537389,92.67679896,9.613596296,99.62178517,15.0169,76.2345,8.7486,73.7542,3.1567,3.743,0.9921,18.3315,0,0.0225,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,4117621.34375,8135.01478346012
560,6019003001,93727,3241,57.24589856,94.06202723,0.06236471,88.69943995,13.70132021,96.85127567,0.133474082,46.84505289,0.379559454,35.48275862,1153.22934,67.52938235,807.6954939,44.825,947.8098372,98.80104908,55.49957137,59.44549464,12,68.94363568,14.5,56.9483646,0.47,67.04169424,0,0,2,52.89805269,61.26207092,7.48008669,92.43310516,86.64,88.5219342,5.19,57.39030023,16.1,72.05882353,28,77.58795242,7.6,51.50899986,54.5,86.62060302,9.5,83.97969807,23.2,74.79087452,73.77732245,7.653106299,85.06051437,18.8214,71.984,9.1947,44.7701,8.1765,12.4036,1.1725,30.9164,0,2.5609,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,4123302.11328125,8176.90173364825
561,6019002905,93727,3046,48.10081291,85.64044377,0.06236471,88.69943995,13.73646962,97.10018668,0.090598706,33.90168015,0,0,1164.395335,67.80445111,1335.099494,73.375,935.2861491,98.51380042,62.46869826,69.12413359,0,0,9,43.84858044,0,0,0,0,0,0,46.96646302,5.734595806,62.25264468,80.23,85.36889332,6.16,78.35514498,14.82,65.20438684,27.1,76.42369021,10.5,63.68926783,66.1,95.57788945,15.1,96.88964081,33,94.47401774,80.86018813,8.387829681,93.3308119,21.9304,69.2383,8.8313,62.1799,13.5588,6.172,0,16.3493,0,1.74,Fresno ,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%,1972984.828125,6013.57483825505
562,6019003004,93727,2412,38.94810796,73.34846193,0.06236471,88.69943995,13.68334311,96.80149347,0.094936653,35.51960174,0.021428571,16.24137931,995.5189918,63.5783946,707.7083853,36.6875,672.2388486,74.08517547,63.34913153,70.58601134,0,0,0.3,2.108583762,0.065,8.947716744,0,0,1,35.71592211,43.30139783,5.287092074,52.43310516,86.64,88.5219342,7.83,95.72748268,16.1,72.05882353,21.8,67.78030878,13.6,73.09514143,46.4,77.98994975,5.3,48.25611661,10.5,15.85551331,71.01574305,7.366640757,81.4422592,15.9619,65.8789,18.1592,54.7264,26.1194,1.4511,2.073,13.6816,0,1.9486,Fresno ,Unincorporated Fresno County area,CalEnviroScreen 3.0 Disadvantaged Communities Only,2030750.29296875,6050.22573161288
563,6019002904,93727,3132,42.87792884,79.27382753,0.06236471,88.69943995,13.77063879,97.3490977,0.052747908,19.20348475,0,0,1180.861033,68.12953238,747.3294747,40.1375,956.1476237,98.88847259,76.30085966,85.92312539,0,0,9,43.84858044,0.02,2.514890801,0,0,0,0,44.61845248,5.447904185,55.706285,74.17,81.4556331,6.51,83.69258404,13.66,58.28763709,30.2,80.46064288,10.1,62.24116931,59.8,91.5201005,11.4,90.86413326,19.6,61.25475285,75.87338892,7.870536519,87.84669692,18.4227,71.9029,9.6743,54.5977,12.5479,8.3333,0.4789,23.1481,0,0.894,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2040541.171875,6057.25688188315
564,6019001411,93727,6926,48.1885913,85.71608674,0.06236471,88.69943995,13.60886086,96.26633479,0.224363342,66.21032981,6.7625387,57.03448276,1038.104004,64.37859465,753.2548436,40.65,951.9644049,98.85100537,41.61826616,39.47069943,0,0,0.3,2.108583762,0.27,45.73130377,0,0,1,35.71592211,51.53379454,6.292266077,74.39950218,86.64,88.5219342,6.41,82.28124198,16.1,72.05882353,27,76.28448494,9.9,61.53742049,43.4,73.89447236,8.6,78.96928683,15.8,42.82636248,73.82820266,7.65838423,85.09833585,19.6073,71.7586,8.6341,45.7262,17.9902,5.1689,1.415,27.9093,0.2743,1.516,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,3911477.7890625,7917.56012958221
565,6019003003,93727,4366,49.18347498,86.97680282,0.06236471,88.69943995,13.73845315,97.12507778,0.14077222,48.79900436,0.018565815,15.62068966,1063.725332,65.04126032,865.7400919,48.8875,672.2388486,74.08517547,61.50695016,67.86389414,0,0,0,0,0.3,50.13898081,0,0,0.4,14.43298969,46.48163484,5.675398381,60.9085252,86.64,88.5219342,9.47,99.21734668,16.1,72.05882353,32.4,82.91571754,9.9,61.53742049,67.9,96.54522613,6.7,64.51067153,36.1,96.92015209,83.54260284,8.666083273,95.62531518,21.6674,67.1324,11.2002,51.5346,14.2006,8.1768,0.1832,24.7595,0.1832,0.962,Fresno ,Sunnyside,CalEnviroScreen 4.0 Top 25%,2065481.5,6098.18938470141
566,6019002601,93702,4971,65.61692746,97.9702471,0.060311,82.47666459,13.81665248,97.46110765,0.252557918,70.4044804,0,0,1757.276357,76.44411103,1609.502719,80.2875,733.946935,84.38865992,92.65013139,98.46250788,0,0,0,0,0.11,19.24553276,0,0,6,79.95418099,55.77373354,6.809961787,83.84567517,119.77,95.87487537,7.26,92.19912753,20.88,90.20438684,55.6,98.45608707,28.2,94.68128299,76,98.91959799,11.4,90.86413326,25.8,82.15462611,92.88730437,9.635432549,99.65960666,20.0563,69.2416,10.7021,87.6484,3.2991,0.3822,0,7.8857,0,0.7846,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2036043.21875,6045.19852978122
567,6019002502,93702,4577,67.58841672,98.51235502,0.060311,82.47666459,13.71723318,97.02551338,0.699079707,95.35780958,0,0,1530.843302,73.64341085,2784.997451,94.625,733.946935,84.38865992,82.56396815,91.5816005,0,0,0,0,0.11,19.24553276,0,0,6,79.95418099,58.20486915,7.106802962,88.27629123,119.77,95.87487537,5.99,74.90377213,20.88,90.20438684,55.1,98.3675019,24.3,91.70388415,80.6,99.54773869,13.8,95.49713691,35.8,96.73003802,91.68180236,9.510382809,99.49571357,20.3845,73.2139,6.4016,73.5635,4.2167,0.8739,0.8302,19.4669,0.4151,0.6336,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2022920.66796875,6051.76463782921
568,6019002400,93703,4401,68.07155044,98.62581947,0.060311,82.47666459,13.73001704,97.08774113,0.62496035,93.70255134,0,0,1495.993378,73.24331083,2460.086197,92.2375,733.946935,84.38865992,85.90586243,94.02646503,9,58.17469205,0,0,0.28,46.80344143,0,0,1.5,42.31386025,61.24970732,7.478577098,92.40821406,128.34,97.03389831,8.47,97.95996921,16.68,74.70089731,47.5,95.02657555,12.6,70.30721343,77.7,99.13316583,7,67.47787611,34.9,96.03295311,87.74690587,9.102206148,98.29803328,14.3604,74.5512,11.0884,66.6667,7.112,3.4538,0,22.5403,0,0.2272,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,3820598.25,8685.9545545959
569,6019002300,93728,3559,56.48444646,93.5577408,0.060311,82.47666459,13.71731851,97.03795893,0.429199354,86.50902302,0,0,1467.510661,72.65566392,961.6150703,55.75,733.946935,84.38865992,87.56383862,95.18588532,0.9,11.83277342,0,0,0.335,54.63931171,0,0,0,0,52.26512698,6.381561623,76.17921593,110.76,95.00249252,8.41,97.84449577,15.01,66.32602193,30.6,80.86560364,7.8,52.51048856,72.4,98.22864322,16.1,97.68349818,31,92.0278834,85.3271134,8.85119502,96.79778114,15.9595,75.2178,8.8227,63.3886,31.3852,2.9503,0.9553,0.4496,0,0.871,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2334824.84765625,7597.63039694296
570,6019002200,93728,3617,44.29511466,81.24054463,0.060311,82.47666459,13.71468929,97.01306783,0.180663533,58.36963286,0,0,1386.939006,71.21780445,348.2541633,10.9125,733.946935,84.38865992,74.96119796,84.65028355,0,0,2.8,17.46637888,0.225,39.77498345,0,0,0,0,44.56847526,5.441801976,55.59427505,120.22,95.91226321,7.67,94.97049012,16.41,73.65403789,19.9,64.65451784,3.3,26.40411422,51.9,84.12060302,12.9,94.09161895,23.1,74.52471483,78.46902209,8.139788044,90.92284418,11.9712,80.2875,7.7412,53.5527,34.3378,4.8106,0.8847,1.88,2.0459,2.4882,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2062676.31640625,6474.41641158111
571,6019002100,93728,6200,54.37379826,92.00706001,0.060311,82.47666459,13.68416694,96.81393902,0.220372534,65.56316117,0,0,1312.510966,70.15503876,403.7330715,14.4,733.946935,84.38865992,89.48131136,96.357908,1.2,18.70100784,4.25,26.61464387,2.22,93.47452019,0,0,0,0,51.76562575,6.320572622,75.00933416,124.13,96.44815553,5.81,71.25994355,16.96,75.89730808,24.9,73.07010883,,,62,92.98994975,15.9,97.4752733,23.3,75.10773131,82.93128409,8.602669649,95.19667171,21.371,71.9355,6.6935,66.0968,23.1613,9.4194,0,0.3065,0,1.0161,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2857808.23828125,7534.33789827059
572,6019005804,93611,6940,35.68474952,68.68381241,0.06236471,88.69943995,13.70208346,96.86372122,0.106322707,39.40261357,5.184634028,54.55172414,1351.809998,70.7551888,555.8950965,25.175,801.7889909,93.78044211,46.17936077,46.08695652,5.5,44.00895857,15,59.60484808,0.72,78.98080741,0,0,0,0,55.11589813,6.729640214,82.6509023,55.96,63.98305085,6.32,80.72876572,10.25,31.9666002,17.3,60.3138446,3.1,24.76654486,36.6,64.03266332,4.4,36.4393545,13.6,31.16603295,51.11824682,5.302623675,52.11800303,16.6571,73.2853,10.0576,48.8617,32.6081,1.4841,0,14.2075,0.6628,2.1758,Fresno ,Fresno,CalEnviroScreen 3.0 Disadvantaged Communities Only,3971845.890625,7969.69224046395
573,6019001407,93727,4798,51.28646632,89.2082703,0.06236471,88.69943995,13.93057587,97.82202862,0.114073291,41.63036714,16.12373356,63.96551724,1759.953664,76.45661415,660.453748,33.0375,733.946935,84.38865992,45.89921939,45.74669187,2,25.6252333,0,0,0.2,35.6187955,0,0,0,0,48.39517016,5.909040664,66.22277536,74.51,81.75473579,7.53,94.03387221,13.73,58.79860419,35.1,85.39610225,13.9,74.09663013,69.4,97.14824121,11.3,90.59083811,39.6,98.49176172,83.67022604,8.679321947,95.72617247,26.0108,71.9883,2.0008,59.1496,9.6915,11.5882,0.5002,17.5073,0,1.5632,Fresno ,Fresno,CalEnviroScreen 4.0 Top 25%,2013742.6796875,6018.1685647328
